,,,,,,,,Time,ToF,Prox,Pitch,Roll,Yaw
"(297516914, 536, 10, -10.161099433898926, 25.32627296447754, 737.78369140625)","297516914, 536, 10, -10.161099433898926, 25.32627296447754, 737.78369140625)"," 536, 10, -10.161099433898926, 25.32627296447754, 737.78369140625)"," 10, -10.161099433898926, 25.32627296447754, 737.78369140625)"," -10.161099433898926, 25.32627296447754, 737.78369140625)"," 25.32627296447754, 737.78369140625)", 737.78369140625),,297516914, 536, 10, -10.161099433898926, 25.32627296447754, 737.78369140625
"(297600301, 537, 8, -10.566091537475586, 24.99607276916504, 738.3169555664062)","297600301, 537, 8, -10.566091537475586, 24.99607276916504, 738.3169555664062)"," 537, 8, -10.566091537475586, 24.99607276916504, 738.3169555664062)"," 8, -10.566091537475586, 24.99607276916504, 738.3169555664062)"," -10.566091537475586, 24.99607276916504, 738.3169555664062)"," 24.99607276916504, 738.3169555664062)", 738.3169555664062),,297600301, 537, 8, -10.566091537475586, 24.99607276916504, 738.3169555664062
"(297683775, 537, 10, -10.797977447509766, 24.83696746826172, 738.4894409179688)","297683775, 537, 10, -10.797977447509766, 24.83696746826172, 738.4894409179688)"," 537, 10, -10.797977447509766, 24.83696746826172, 738.4894409179688)"," 10, -10.797977447509766, 24.83696746826172, 738.4894409179688)"," -10.797977447509766, 24.83696746826172, 738.4894409179688)"," 24.83696746826172, 738.4894409179688)", 738.4894409179688),,297683775, 537, 10, -10.797977447509766, 24.83696746826172, 738.4894409179688
"(297767249, 540, 10, -10.8223237991333, 24.82729148864746, 738.5933227539062)","297767249, 540, 10, -10.8223237991333, 24.82729148864746, 738.5933227539062)"," 540, 10, -10.8223237991333, 24.82729148864746, 738.5933227539062)"," 10, -10.8223237991333, 24.82729148864746, 738.5933227539062)"," -10.8223237991333, 24.82729148864746, 738.5933227539062)"," 24.82729148864746, 738.5933227539062)", 738.5933227539062),,297767249, 540, 10, -10.8223237991333, 24.82729148864746, 738.5933227539062
"(297850721, 540, 10, -10.781903266906738, 24.83843994140625, 739.055908203125)","297850721, 540, 10, -10.781903266906738, 24.83843994140625, 739.055908203125)"," 540, 10, -10.781903266906738, 24.83843994140625, 739.055908203125)"," 10, -10.781903266906738, 24.83843994140625, 739.055908203125)"," -10.781903266906738, 24.83843994140625, 739.055908203125)"," 24.83843994140625, 739.055908203125)", 739.055908203125),,297850721, 540, 10, -10.781903266906738, 24.83843994140625, 739.055908203125
"(297934197, 536, 10, -10.82593059539795, 25.152799606323242, 740.1217651367188)","297934197, 536, 10, -10.82593059539795, 25.152799606323242, 740.1217651367188)"," 536, 10, -10.82593059539795, 25.152799606323242, 740.1217651367188)"," 10, -10.82593059539795, 25.152799606323242, 740.1217651367188)"," -10.82593059539795, 25.152799606323242, 740.1217651367188)"," 25.152799606323242, 740.1217651367188)", 740.1217651367188),,297934197, 536, 10, -10.82593059539795, 25.152799606323242, 740.1217651367188
"(298017672, 533, 10, -10.888104438781738, 25.34524154663086, 740.6404418945312)","298017672, 533, 10, -10.888104438781738, 25.34524154663086, 740.6404418945312)"," 533, 10, -10.888104438781738, 25.34524154663086, 740.6404418945312)"," 10, -10.888104438781738, 25.34524154663086, 740.6404418945312)"," -10.888104438781738, 25.34524154663086, 740.6404418945312)"," 25.34524154663086, 740.6404418945312)", 740.6404418945312),,298017672, 533, 10, -10.888104438781738, 25.34524154663086, 740.6404418945312
"(298101144, 538, 10, -10.929596900939941, 25.434160232543945, 741.1080932617188)","298101144, 538, 10, -10.929596900939941, 25.434160232543945, 741.1080932617188)"," 538, 10, -10.929596900939941, 25.434160232543945, 741.1080932617188)"," 10, -10.929596900939941, 25.434160232543945, 741.1080932617188)"," -10.929596900939941, 25.434160232543945, 741.1080932617188)"," 25.434160232543945, 741.1080932617188)", 741.1080932617188),,298101144, 538, 10, -10.929596900939941, 25.434160232543945, 741.1080932617188
"(298191560, 537, 10, -11.309782028198242, 26.100934982299805, 741.3171997070312)","298191560, 537, 10, -11.309782028198242, 26.100934982299805, 741.3171997070312)"," 537, 10, -11.309782028198242, 26.100934982299805, 741.3171997070312)"," 10, -11.309782028198242, 26.100934982299805, 741.3171997070312)"," -11.309782028198242, 26.100934982299805, 741.3171997070312)"," 26.100934982299805, 741.3171997070312)", 741.3171997070312),,298191560, 537, 10, -11.309782028198242, 26.100934982299805, 741.3171997070312
"(298275034, 538, 10, -11.078583717346191, 25.936058044433594, 741.7810668945312)","298275034, 538, 10, -11.078583717346191, 25.936058044433594, 741.7810668945312)"," 538, 10, -11.078583717346191, 25.936058044433594, 741.7810668945312)"," 10, -11.078583717346191, 25.936058044433594, 741.7810668945312)"," -11.078583717346191, 25.936058044433594, 741.7810668945312)"," 25.936058044433594, 741.7810668945312)", 741.7810668945312),,298275034, 538, 10, -11.078583717346191, 25.936058044433594, 741.7810668945312
"(298358507, 535, 10, -10.922252655029297, 25.873170852661133, 742.0958251953125)","298358507, 535, 10, -10.922252655029297, 25.873170852661133, 742.0958251953125)"," 535, 10, -10.922252655029297, 25.873170852661133, 742.0958251953125)"," 10, -10.922252655029297, 25.873170852661133, 742.0958251953125)"," -10.922252655029297, 25.873170852661133, 742.0958251953125)"," 25.873170852661133, 742.0958251953125)", 742.0958251953125),,298358507, 535, 10, -10.922252655029297, 25.873170852661133, 742.0958251953125
"(298441983, 535, 10, -10.87032413482666, 25.914451599121094, 742.4354248046875)","298441983, 535, 10, -10.87032413482666, 25.914451599121094, 742.4354248046875)"," 535, 10, -10.87032413482666, 25.914451599121094, 742.4354248046875)"," 10, -10.87032413482666, 25.914451599121094, 742.4354248046875)"," -10.87032413482666, 25.914451599121094, 742.4354248046875)"," 25.914451599121094, 742.4354248046875)", 742.4354248046875),,298441983, 535, 10, -10.87032413482666, 25.914451599121094, 742.4354248046875
"(298525455, 534, 10, -10.776435852050781, 25.81604766845703, 742.5628662109375)","298525455, 534, 10, -10.776435852050781, 25.81604766845703, 742.5628662109375)"," 534, 10, -10.776435852050781, 25.81604766845703, 742.5628662109375)"," 10, -10.776435852050781, 25.81604766845703, 742.5628662109375)"," -10.776435852050781, 25.81604766845703, 742.5628662109375)"," 25.81604766845703, 742.5628662109375)", 742.5628662109375),,298525455, 534, 10, -10.776435852050781, 25.81604766845703, 742.5628662109375
"(298608928, 535, 10, -10.66934871673584, 25.745595932006836, 742.7890625)","298608928, 535, 10, -10.66934871673584, 25.745595932006836, 742.7890625)"," 535, 10, -10.66934871673584, 25.745595932006836, 742.7890625)"," 10, -10.66934871673584, 25.745595932006836, 742.7890625)"," -10.66934871673584, 25.745595932006836, 742.7890625)"," 25.745595932006836, 742.7890625)", 742.7890625),,298608928, 535, 10, -10.66934871673584, 25.745595932006836, 742.7890625
"(298692403, 534, 10, -10.613799095153809, 25.734384536743164, 742.7553100585938)","298692403, 534, 10, -10.613799095153809, 25.734384536743164, 742.7553100585938)"," 534, 10, -10.613799095153809, 25.734384536743164, 742.7553100585938)"," 10, -10.613799095153809, 25.734384536743164, 742.7553100585938)"," -10.613799095153809, 25.734384536743164, 742.7553100585938)"," 25.734384536743164, 742.7553100585938)", 742.7553100585938),,298692403, 534, 10, -10.613799095153809, 25.734384536743164, 742.7553100585938
"(298775877, 534, 10, -10.632620811462402, 25.694799423217773, 743.3510131835938)","298775877, 534, 10, -10.632620811462402, 25.694799423217773, 743.3510131835938)"," 534, 10, -10.632620811462402, 25.694799423217773, 743.3510131835938)"," 10, -10.632620811462402, 25.694799423217773, 743.3510131835938)"," -10.632620811462402, 25.694799423217773, 743.3510131835938)"," 25.694799423217773, 743.3510131835938)", 743.3510131835938),,298775877, 534, 10, -10.632620811462402, 25.694799423217773, 743.3510131835938
"(298859347, 534, 10, -10.633735656738281, 25.78101921081543, 743.7224731445312)","298859347, 534, 10, -10.633735656738281, 25.78101921081543, 743.7224731445312)"," 534, 10, -10.633735656738281, 25.78101921081543, 743.7224731445312)"," 10, -10.633735656738281, 25.78101921081543, 743.7224731445312)"," -10.633735656738281, 25.78101921081543, 743.7224731445312)"," 25.78101921081543, 743.7224731445312)", 743.7224731445312),,298859347, 534, 10, -10.633735656738281, 25.78101921081543, 743.7224731445312
"(298942822, 537, 10, -10.613154411315918, 25.66646385192871, 744.21240234375)","298942822, 537, 10, -10.613154411315918, 25.66646385192871, 744.21240234375)"," 537, 10, -10.613154411315918, 25.66646385192871, 744.21240234375)"," 10, -10.613154411315918, 25.66646385192871, 744.21240234375)"," -10.613154411315918, 25.66646385192871, 744.21240234375)"," 25.66646385192871, 744.21240234375)", 744.21240234375),,298942822, 537, 10, -10.613154411315918, 25.66646385192871, 744.21240234375
"(299026309, 537, 10, -10.620611190795898, 25.56834602355957, 744.45263671875)","299026309, 537, 10, -10.620611190795898, 25.56834602355957, 744.45263671875)"," 537, 10, -10.620611190795898, 25.56834602355957, 744.45263671875)"," 10, -10.620611190795898, 25.56834602355957, 744.45263671875)"," -10.620611190795898, 25.56834602355957, 744.45263671875)"," 25.56834602355957, 744.45263671875)", 744.45263671875),,299026309, 537, 10, -10.620611190795898, 25.56834602355957, 744.45263671875
"(299109781, 538, 10, -10.653077125549316, 25.539241790771484, 744.3800048828125)","299109781, 538, 10, -10.653077125549316, 25.539241790771484, 744.3800048828125)"," 538, 10, -10.653077125549316, 25.539241790771484, 744.3800048828125)"," 10, -10.653077125549316, 25.539241790771484, 744.3800048828125)"," -10.653077125549316, 25.539241790771484, 744.3800048828125)"," 25.539241790771484, 744.3800048828125)", 744.3800048828125),,299109781, 538, 10, -10.653077125549316, 25.539241790771484, 744.3800048828125
"(299193165, 536, 9, -10.668020248413086, 25.622512817382812, 744.5647583007812)","299193165, 536, 9, -10.668020248413086, 25.622512817382812, 744.5647583007812)"," 536, 9, -10.668020248413086, 25.622512817382812, 744.5647583007812)"," 9, -10.668020248413086, 25.622512817382812, 744.5647583007812)"," -10.668020248413086, 25.622512817382812, 744.5647583007812)"," 25.622512817382812, 744.5647583007812)", 744.5647583007812),,299193165, 536, 9, -10.668020248413086, 25.622512817382812, 744.5647583007812
"(299276553, 538, 9, -10.699944496154785, 25.663896560668945, 745.5626831054688)","299276553, 538, 9, -10.699944496154785, 25.663896560668945, 745.5626831054688)"," 538, 9, -10.699944496154785, 25.663896560668945, 745.5626831054688)"," 9, -10.699944496154785, 25.663896560668945, 745.5626831054688)"," -10.699944496154785, 25.663896560668945, 745.5626831054688)"," 25.663896560668945, 745.5626831054688)", 745.5626831054688),,299276553, 538, 9, -10.699944496154785, 25.663896560668945, 745.5626831054688
"(299360026, 535, 10, -10.554021835327148, 25.616836547851562, 745.6015014648438)","299360026, 535, 10, -10.554021835327148, 25.616836547851562, 745.6015014648438)"," 535, 10, -10.554021835327148, 25.616836547851562, 745.6015014648438)"," 10, -10.554021835327148, 25.616836547851562, 745.6015014648438)"," -10.554021835327148, 25.616836547851562, 745.6015014648438)"," 25.616836547851562, 745.6015014648438)", 745.6015014648438),,299360026, 535, 10, -10.554021835327148, 25.616836547851562, 745.6015014648438
"(299443499, 535, 10, -10.421476364135742, 25.57878303527832, 745.7059936523438)","299443499, 535, 10, -10.421476364135742, 25.57878303527832, 745.7059936523438)"," 535, 10, -10.421476364135742, 25.57878303527832, 745.7059936523438)"," 10, -10.421476364135742, 25.57878303527832, 745.7059936523438)"," -10.421476364135742, 25.57878303527832, 745.7059936523438)"," 25.57878303527832, 745.7059936523438)", 745.7059936523438),,299443499, 535, 10, -10.421476364135742, 25.57878303527832, 745.7059936523438
"(299526976, 534, 10, -10.330451011657715, 25.54345703125, 746.20361328125)","299526976, 534, 10, -10.330451011657715, 25.54345703125, 746.20361328125)"," 534, 10, -10.330451011657715, 25.54345703125, 746.20361328125)"," 10, -10.330451011657715, 25.54345703125, 746.20361328125)"," -10.330451011657715, 25.54345703125, 746.20361328125)"," 25.54345703125, 746.20361328125)", 746.20361328125),,299526976, 534, 10, -10.330451011657715, 25.54345703125, 746.20361328125
"(299610359, 537, 9, -10.209760665893555, 25.557024002075195, 746.9644165039062)","299610359, 537, 9, -10.209760665893555, 25.557024002075195, 746.9644165039062)"," 537, 9, -10.209760665893555, 25.557024002075195, 746.9644165039062)"," 9, -10.209760665893555, 25.557024002075195, 746.9644165039062)"," -10.209760665893555, 25.557024002075195, 746.9644165039062)"," 25.557024002075195, 746.9644165039062)", 746.9644165039062),,299610359, 537, 9, -10.209760665893555, 25.557024002075195, 746.9644165039062
"(299693833, 537, 10, -10.144886016845703, 25.567399978637695, 747.0465087890625)","299693833, 537, 10, -10.144886016845703, 25.567399978637695, 747.0465087890625)"," 537, 10, -10.144886016845703, 25.567399978637695, 747.0465087890625)"," 10, -10.144886016845703, 25.567399978637695, 747.0465087890625)"," -10.144886016845703, 25.567399978637695, 747.0465087890625)"," 25.567399978637695, 747.0465087890625)", 747.0465087890625),,299693833, 537, 10, -10.144886016845703, 25.567399978637695, 747.0465087890625
"(299777306, 536, 10, -10.142253875732422, 25.630399703979492, 747.1771240234375)","299777306, 536, 10, -10.142253875732422, 25.630399703979492, 747.1771240234375)"," 536, 10, -10.142253875732422, 25.630399703979492, 747.1771240234375)"," 10, -10.142253875732422, 25.630399703979492, 747.1771240234375)"," -10.142253875732422, 25.630399703979492, 747.1771240234375)"," 25.630399703979492, 747.1771240234375)", 747.1771240234375),,299777306, 536, 10, -10.142253875732422, 25.630399703979492, 747.1771240234375
"(299860780, 537, 10, -10.115931510925293, 25.710025787353516, 747.2108764648438)","299860780, 537, 10, -10.115931510925293, 25.710025787353516, 747.2108764648438)"," 537, 10, -10.115931510925293, 25.710025787353516, 747.2108764648438)"," 10, -10.115931510925293, 25.710025787353516, 747.2108764648438)"," -10.115931510925293, 25.710025787353516, 747.2108764648438)"," 25.710025787353516, 747.2108764648438)", 747.2108764648438),,299860780, 537, 10, -10.115931510925293, 25.710025787353516, 747.2108764648438
"(299944253, 538, 10, -10.05873966217041, 25.774627685546875, 747.5084228515625)","299944253, 538, 10, -10.05873966217041, 25.774627685546875, 747.5084228515625)"," 538, 10, -10.05873966217041, 25.774627685546875, 747.5084228515625)"," 10, -10.05873966217041, 25.774627685546875, 747.5084228515625)"," -10.05873966217041, 25.774627685546875, 747.5084228515625)"," 25.774627685546875, 747.5084228515625)", 747.5084228515625),,299944253, 538, 10, -10.05873966217041, 25.774627685546875, 747.5084228515625
"(300027727, 537, 10, -10.061541557312012, 25.80292510986328, 747.6358642578125)","300027727, 537, 10, -10.061541557312012, 25.80292510986328, 747.6358642578125)"," 537, 10, -10.061541557312012, 25.80292510986328, 747.6358642578125)"," 10, -10.061541557312012, 25.80292510986328, 747.6358642578125)"," -10.061541557312012, 25.80292510986328, 747.6358642578125)"," 25.80292510986328, 747.6358642578125)", 747.6358642578125),,300027727, 537, 10, -10.061541557312012, 25.80292510986328, 747.6358642578125
"(300118141, 537, 10, -10.475870132446289, 26.47555923461914, 748.43798828125)","300118141, 537, 10, -10.475870132446289, 26.47555923461914, 748.43798828125)"," 537, 10, -10.475870132446289, 26.47555923461914, 748.43798828125)"," 10, -10.475870132446289, 26.47555923461914, 748.43798828125)"," -10.475870132446289, 26.47555923461914, 748.43798828125)"," 26.47555923461914, 748.43798828125)", 748.43798828125),,300118141, 537, 10, -10.475870132446289, 26.47555923461914, 748.43798828125
"(300201615, 534, 10, -10.409098625183105, 26.38043785095215, 748.5482177734375)","300201615, 534, 10, -10.409098625183105, 26.38043785095215, 748.5482177734375)"," 534, 10, -10.409098625183105, 26.38043785095215, 748.5482177734375)"," 10, -10.409098625183105, 26.38043785095215, 748.5482177734375)"," -10.409098625183105, 26.38043785095215, 748.5482177734375)"," 26.38043785095215, 748.5482177734375)", 748.5482177734375),,300201615, 534, 10, -10.409098625183105, 26.38043785095215, 748.5482177734375
"(300285091, 532, 10, -10.422159194946289, 26.274158477783203, 748.7635498046875)","300285091, 532, 10, -10.422159194946289, 26.274158477783203, 748.7635498046875)"," 532, 10, -10.422159194946289, 26.274158477783203, 748.7635498046875)"," 10, -10.422159194946289, 26.274158477783203, 748.7635498046875)"," -10.422159194946289, 26.274158477783203, 748.7635498046875)"," 26.274158477783203, 748.7635498046875)", 748.7635498046875),,300285091, 532, 10, -10.422159194946289, 26.274158477783203, 748.7635498046875
"(300368476, 531, 9, -10.376094818115234, 26.121463775634766, 749.2222900390625)","300368476, 531, 9, -10.376094818115234, 26.121463775634766, 749.2222900390625)"," 531, 9, -10.376094818115234, 26.121463775634766, 749.2222900390625)"," 9, -10.376094818115234, 26.121463775634766, 749.2222900390625)"," -10.376094818115234, 26.121463775634766, 749.2222900390625)"," 26.121463775634766, 749.2222900390625)", 749.2222900390625),,300368476, 531, 9, -10.376094818115234, 26.121463775634766, 749.2222900390625
"(300451950, 537, 10, -10.351739883422852, 26.025043487548828, 749.4202270507812)","300451950, 537, 10, -10.351739883422852, 26.025043487548828, 749.4202270507812)"," 537, 10, -10.351739883422852, 26.025043487548828, 749.4202270507812)"," 10, -10.351739883422852, 26.025043487548828, 749.4202270507812)"," -10.351739883422852, 26.025043487548828, 749.4202270507812)"," 26.025043487548828, 749.4202270507812)", 749.4202270507812),,300451950, 537, 10, -10.351739883422852, 26.025043487548828, 749.4202270507812
"(300535424, 535, 10, -10.366633415222168, 26.00945281982422, 749.5374755859375)","300535424, 535, 10, -10.366633415222168, 26.00945281982422, 749.5374755859375)"," 535, 10, -10.366633415222168, 26.00945281982422, 749.5374755859375)"," 10, -10.366633415222168, 26.00945281982422, 749.5374755859375)"," -10.366633415222168, 26.00945281982422, 749.5374755859375)"," 26.00945281982422, 749.5374755859375)", 749.5374755859375),,300535424, 535, 10, -10.366633415222168, 26.00945281982422, 749.5374755859375
"(300618897, 536, 10, -10.414468765258789, 25.992847442626953, 749.9025268554688)","300618897, 536, 10, -10.414468765258789, 25.992847442626953, 749.9025268554688)"," 536, 10, -10.414468765258789, 25.992847442626953, 749.9025268554688)"," 10, -10.414468765258789, 25.992847442626953, 749.9025268554688)"," -10.414468765258789, 25.992847442626953, 749.9025268554688)"," 25.992847442626953, 749.9025268554688)", 749.9025268554688),,300618897, 536, 10, -10.414468765258789, 25.992847442626953, 749.9025268554688
"(300702374, 530, 10, -10.428277969360352, 26.045372009277344, 749.8005981445312)","300702374, 530, 10, -10.428277969360352, 26.045372009277344, 749.8005981445312)"," 530, 10, -10.428277969360352, 26.045372009277344, 749.8005981445312)"," 10, -10.428277969360352, 26.045372009277344, 749.8005981445312)"," -10.428277969360352, 26.045372009277344, 749.8005981445312)"," 26.045372009277344, 749.8005981445312)", 749.8005981445312),,300702374, 530, 10, -10.428277969360352, 26.045372009277344, 749.8005981445312
"(300785847, 533, 10, -10.429930686950684, 26.03833770751953, 749.8261108398438)","300785847, 533, 10, -10.429930686950684, 26.03833770751953, 749.8261108398438)"," 533, 10, -10.429930686950684, 26.03833770751953, 749.8261108398438)"," 10, -10.429930686950684, 26.03833770751953, 749.8261108398438)"," -10.429930686950684, 26.03833770751953, 749.8261108398438)"," 26.03833770751953, 749.8261108398438)", 749.8261108398438),,300785847, 533, 10, -10.429930686950684, 26.03833770751953, 749.8261108398438
"(300869318, 534, 10, -10.400046348571777, 26.0268611907959, 749.714599609375)","300869318, 534, 10, -10.400046348571777, 26.0268611907959, 749.714599609375)"," 534, 10, -10.400046348571777, 26.0268611907959, 749.714599609375)"," 10, -10.400046348571777, 26.0268611907959, 749.714599609375)"," -10.400046348571777, 26.0268611907959, 749.714599609375)"," 26.0268611907959, 749.714599609375)", 749.714599609375),,300869318, 534, 10, -10.400046348571777, 26.0268611907959, 749.714599609375
"(300952794, 535, 10, -10.36099910736084, 25.963544845581055, 750.0127563476562)","300952794, 535, 10, -10.36099910736084, 25.963544845581055, 750.0127563476562)"," 535, 10, -10.36099910736084, 25.963544845581055, 750.0127563476562)"," 10, -10.36099910736084, 25.963544845581055, 750.0127563476562)"," -10.36099910736084, 25.963544845581055, 750.0127563476562)"," 25.963544845581055, 750.0127563476562)", 750.0127563476562),,300952794, 535, 10, -10.36099910736084, 25.963544845581055, 750.0127563476562
"(301036176, 532, 9, -10.311407089233398, 25.95482635498047, 750.1064453125)","301036176, 532, 9, -10.311407089233398, 25.95482635498047, 750.1064453125)"," 532, 9, -10.311407089233398, 25.95482635498047, 750.1064453125)"," 9, -10.311407089233398, 25.95482635498047, 750.1064453125)"," -10.311407089233398, 25.95482635498047, 750.1064453125)"," 25.95482635498047, 750.1064453125)", 750.1064453125),,301036176, 532, 9, -10.311407089233398, 25.95482635498047, 750.1064453125
"(301119651, 531, 10, -10.276403427124023, 25.98062515258789, 750.132568359375)","301119651, 531, 10, -10.276403427124023, 25.98062515258789, 750.132568359375)"," 531, 10, -10.276403427124023, 25.98062515258789, 750.132568359375)"," 10, -10.276403427124023, 25.98062515258789, 750.132568359375)"," -10.276403427124023, 25.98062515258789, 750.132568359375)"," 25.98062515258789, 750.132568359375)", 750.132568359375),,301119651, 531, 10, -10.276403427124023, 25.98062515258789, 750.132568359375
"(301203124, 533, 10, -10.28017807006836, 25.975406646728516, 750.4212036132812)","301203124, 533, 10, -10.28017807006836, 25.975406646728516, 750.4212036132812)"," 533, 10, -10.28017807006836, 25.975406646728516, 750.4212036132812)"," 10, -10.28017807006836, 25.975406646728516, 750.4212036132812)"," -10.28017807006836, 25.975406646728516, 750.4212036132812)"," 25.975406646728516, 750.4212036132812)", 750.4212036132812),,301203124, 533, 10, -10.28017807006836, 25.975406646728516, 750.4212036132812
"(301286599, 536, 10, -10.243063926696777, 26.0664005279541, 750.439697265625)","301286599, 536, 10, -10.243063926696777, 26.0664005279541, 750.439697265625)"," 536, 10, -10.243063926696777, 26.0664005279541, 750.439697265625)"," 10, -10.243063926696777, 26.0664005279541, 750.439697265625)"," -10.243063926696777, 26.0664005279541, 750.439697265625)"," 26.0664005279541, 750.439697265625)", 750.439697265625),,301286599, 536, 10, -10.243063926696777, 26.0664005279541, 750.439697265625
"(301370075, 538, 10, -10.27173137664795, 26.160703659057617, 750.7780151367188)","301370075, 538, 10, -10.27173137664795, 26.160703659057617, 750.7780151367188)"," 538, 10, -10.27173137664795, 26.160703659057617, 750.7780151367188)"," 10, -10.27173137664795, 26.160703659057617, 750.7780151367188)"," -10.27173137664795, 26.160703659057617, 750.7780151367188)"," 26.160703659057617, 750.7780151367188)", 750.7780151367188),,301370075, 538, 10, -10.27173137664795, 26.160703659057617, 750.7780151367188
"(301453548, 536, 10, -10.237725257873535, 26.163925170898438, 751.4151611328125)","301453548, 536, 10, -10.237725257873535, 26.163925170898438, 751.4151611328125)"," 536, 10, -10.237725257873535, 26.163925170898438, 751.4151611328125)"," 10, -10.237725257873535, 26.163925170898438, 751.4151611328125)"," -10.237725257873535, 26.163925170898438, 751.4151611328125)"," 26.163925170898438, 751.4151611328125)", 751.4151611328125),,301453548, 536, 10, -10.237725257873535, 26.163925170898438, 751.4151611328125
"(301537019, 537, 10, -10.254740715026855, 26.157672882080078, 751.5572509765625)","301537019, 537, 10, -10.254740715026855, 26.157672882080078, 751.5572509765625)"," 537, 10, -10.254740715026855, 26.157672882080078, 751.5572509765625)"," 10, -10.254740715026855, 26.157672882080078, 751.5572509765625)"," -10.254740715026855, 26.157672882080078, 751.5572509765625)"," 26.157672882080078, 751.5572509765625)", 751.5572509765625),,301537019, 537, 10, -10.254740715026855, 26.157672882080078, 751.5572509765625
"(301620505, 536, 10, -10.253706932067871, 26.11339569091797, 751.4859008789062)","301620505, 536, 10, -10.253706932067871, 26.11339569091797, 751.4859008789062)"," 536, 10, -10.253706932067871, 26.11339569091797, 751.4859008789062)"," 10, -10.253706932067871, 26.11339569091797, 751.4859008789062)"," -10.253706932067871, 26.11339569091797, 751.4859008789062)"," 26.11339569091797, 751.4859008789062)", 751.4859008789062),,301620505, 536, 10, -10.253706932067871, 26.11339569091797, 751.4859008789062
"(301703979, 536, 10, -10.22372817993164, 26.138547897338867, 751.37060546875)","301703979, 536, 10, -10.22372817993164, 26.138547897338867, 751.37060546875)"," 536, 10, -10.22372817993164, 26.138547897338867, 751.37060546875)"," 10, -10.22372817993164, 26.138547897338867, 751.37060546875)"," -10.22372817993164, 26.138547897338867, 751.37060546875)"," 26.138547897338867, 751.37060546875)", 751.37060546875),,301703979, 536, 10, -10.22372817993164, 26.138547897338867, 751.37060546875
"(301787450, 534, 10, -10.19318675994873, 26.234716415405273, 751.54833984375)","301787450, 534, 10, -10.19318675994873, 26.234716415405273, 751.54833984375)"," 534, 10, -10.19318675994873, 26.234716415405273, 751.54833984375)"," 10, -10.19318675994873, 26.234716415405273, 751.54833984375)"," -10.19318675994873, 26.234716415405273, 751.54833984375)"," 26.234716415405273, 751.54833984375)", 751.54833984375),,301787450, 534, 10, -10.19318675994873, 26.234716415405273, 751.54833984375
"(301870923, 531, 10, -10.175580978393555, 26.245880126953125, 751.6394653320312)","301870923, 531, 10, -10.175580978393555, 26.245880126953125, 751.6394653320312)"," 531, 10, -10.175580978393555, 26.245880126953125, 751.6394653320312)"," 10, -10.175580978393555, 26.245880126953125, 751.6394653320312)"," -10.175580978393555, 26.245880126953125, 751.6394653320312)"," 26.245880126953125, 751.6394653320312)", 751.6394653320312),,301870923, 531, 10, -10.175580978393555, 26.245880126953125, 751.6394653320312
"(301954410, 531, 10, -10.103072166442871, 26.333293914794922, 752.531494140625)","301954410, 531, 10, -10.103072166442871, 26.333293914794922, 752.531494140625)"," 531, 10, -10.103072166442871, 26.333293914794922, 752.531494140625)"," 10, -10.103072166442871, 26.333293914794922, 752.531494140625)"," -10.103072166442871, 26.333293914794922, 752.531494140625)"," 26.333293914794922, 752.531494140625)", 752.531494140625),,301954410, 531, 10, -10.103072166442871, 26.333293914794922, 752.531494140625
"(302044828, 530, 10, -10.10091781616211, 26.267324447631836, 752.8277587890625)","302044828, 530, 10, -10.10091781616211, 26.267324447631836, 752.8277587890625)"," 530, 10, -10.10091781616211, 26.267324447631836, 752.8277587890625)"," 10, -10.10091781616211, 26.267324447631836, 752.8277587890625)"," -10.10091781616211, 26.267324447631836, 752.8277587890625)"," 26.267324447631836, 752.8277587890625)", 752.8277587890625),,302044828, 530, 10, -10.10091781616211, 26.267324447631836, 752.8277587890625
"(302128300, 533, 10, -10.475752830505371, 26.87997817993164, 752.72216796875)","302128300, 533, 10, -10.475752830505371, 26.87997817993164, 752.72216796875)"," 533, 10, -10.475752830505371, 26.87997817993164, 752.72216796875)"," 10, -10.475752830505371, 26.87997817993164, 752.72216796875)"," -10.475752830505371, 26.87997817993164, 752.72216796875)"," 26.87997817993164, 752.72216796875)", 752.72216796875),,302128300, 533, 10, -10.475752830505371, 26.87997817993164, 752.72216796875
"(302211777, 529, 10, -10.327523231506348, 26.653345108032227, 753.05029296875)","302211777, 529, 10, -10.327523231506348, 26.653345108032227, 753.05029296875)"," 529, 10, -10.327523231506348, 26.653345108032227, 753.05029296875)"," 10, -10.327523231506348, 26.653345108032227, 753.05029296875)"," -10.327523231506348, 26.653345108032227, 753.05029296875)"," 26.653345108032227, 753.05029296875)", 753.05029296875),,302211777, 529, 10, -10.327523231506348, 26.653345108032227, 753.05029296875
"(302295252, 530, 10, -10.23973274230957, 26.56412696838379, 753.3739624023438)","302295252, 530, 10, -10.23973274230957, 26.56412696838379, 753.3739624023438)"," 530, 10, -10.23973274230957, 26.56412696838379, 753.3739624023438)"," 10, -10.23973274230957, 26.56412696838379, 753.3739624023438)"," -10.23973274230957, 26.56412696838379, 753.3739624023438)"," 26.56412696838379, 753.3739624023438)", 753.3739624023438),,302295252, 530, 10, -10.23973274230957, 26.56412696838379, 753.3739624023438
